120.1_0_326:E: Re(Ey) vs t, x=1.201e-07(m), y=0(m), z=3.26e-07(m) 

t(fs), Re(Ey)
1.91039, 0
1.91268, 0
1.91496, 0
1.91725, 0
1.91954, 0
1.92183, 0
1.92412, 0
1.9264, 0
1.92869, 0
1.93098, 0
1.93327, 0
1.93555, 0
1.93784, 0
1.94013, 0
1.94242, 0
1.94471, 0
1.94699, 0
1.94928, 0
1.95157, 0
1.95386, 0
1.95615, 0
1.95843, 0
1.96072, 0
1.96301, 0
1.9653, 0
1.96759, 0
1.96987, 0
1.97216, 0
1.97445, 0
1.97674, 0
1.97902, 0
1.98131, 0
1.9836, 0
1.98589, 0
1.98818, 0
1.99046, 0
1.99275, 0
1.99504, 0
1.99733, 0
1.99962, 0
2.0019, 0
2.00419, 0
2.00648, 0
2.00877, 0
2.01106, 0
2.01334, 0
2.01563, 0
2.01792, 0
2.02021, 0
2.02249, 0
2.02478, 0
2.02707, 0
2.02936, 0
2.03165, 0
2.03393, 0
2.03622, 0
2.03851, 0
2.0408, 0
2.04309, 0
2.04537, 0
2.04766, 0
2.04995, 0
2.05224, 0
2.05453, 0
2.05681, 0
2.0591, 0
2.06139, 0
2.06368, 0
2.06596, 0
2.06825, 0
2.07054, 0
2.07283, 0
2.07512, 0
2.0774, 0
2.07969, 0
2.08198, 0
2.08427, 0
2.08656, 0
2.08884, 0
2.09113, 0
2.09342, 0
2.09571, 0
2.09799, 0
2.10028, 0
2.10257, 0
2.10486, 0
2.10715, 0
2.10943, 0
2.11172, 0
2.11401, 0
2.1163, 0
2.11859, 0
2.12087, 0
2.12316, 0
2.12545, 0
2.12774, 0
2.13003, 0
2.13231, 0
2.1346, 0
2.13689, 0
2.13918, 0
2.14146, 0
2.14375, 0
2.14604, 0
2.14833, 0
2.15062, 0
2.1529, 0
2.15519, 0
2.15748, 0
2.15977, 0
2.16206, 0
2.16434, 0
2.16663, 0
2.16892, 0
2.17121, 0
2.1735, 0
2.17578, 0
2.17807, 0
2.18036, 0
2.18265, 0
2.18493, 0
2.18722, 0
2.18951, 0
2.1918, 0
2.19409, 0
2.19637, 0
2.19866, 0
2.20095, 0
2.20324, 0
2.20553, 0
2.20781, 0
2.2101, 0
2.21239, 0
2.21468, 0
2.21697, 0
2.21925, 0
2.22154, 0
2.22383, 0
2.22612, 0
2.2284, 0
2.23069, 0
2.23298, 0
2.23527, 0
2.23756, 0
2.23984, 0
2.24213, 0
2.24442, 0
2.24671, 0
2.249, 0
2.25128, 0
2.25357, 0
2.25586, 0
2.25815, 0
2.26044, 0
2.26272, 0
2.26501, 0
2.2673, 0
2.26959, 0
2.27187, 0
2.27416, 0
2.27645, 0
2.27874, 0
2.28103, 0
2.28331, 0
2.2856, 0
2.28789, 0
2.29018, 0
2.29247, 0
2.29475, 0
2.29704, 0
2.29933, 0
2.30162, 0
2.30391, 0
2.30619, 0
2.30848, 0
2.31077, 0
2.31306, 0
2.31534, 0
2.31763, 0
2.31992, 0
2.32221, 0
2.3245, 0
2.32678, 0
2.32907, 0
2.33136, 0
2.33365, 0
2.33594, 0
2.33822, 0
2.34051, 0
2.3428, 0
2.34509, 0
2.34737, 0
2.34966, 0
2.35195, 0
2.35424, 0
2.35653, 0
2.35881, 0
2.3611, 0
2.36339, 0
2.36568, 0
2.36797, 0
2.37025, 0
2.37254, 0
2.37483, 0
2.37712, 0
2.37941, 0
2.38169, 0
2.38398, 0
2.38627, 0
2.38856, 0
2.39084, 0
2.39313, 0
2.39542, 0
2.39771, 0
2.4, 0
2.40228, 0
2.40457, 0
2.40686, 0
2.40915, 0
2.41144, 0
2.41372, 0
2.41601, 0
2.4183, 0
2.42059, 0
2.42288, 0
2.42516, 0
2.42745, 0
2.42974, 0
2.43203, 0
2.43431, 0
2.4366, 0
2.43889, 0
2.44118, 0
2.44347, 0
2.44575, 0
2.44804, 0
2.45033, 0
2.45262, 0
2.45491, 0
2.45719, 0
2.45948, 0
2.46177, 0
2.46406, 0
2.46635, 0
2.46863, 0
2.47092, 0
2.47321, 0
2.4755, 0
2.47778, 0
2.48007, 0
2.48236, 0
2.48465, 0
2.48694, 0
2.48922, 0
2.49151, 0
2.4938, 0
2.49609, 0
2.49838, 0
2.50066, 0
2.50295, 0
2.50524, 0
2.50753, 0
2.50982, 0
2.5121, 0
2.51439, 0
2.51668, 0
2.51897, 0
2.52125, 0
2.52354, 0
2.52583, 0
2.52812, 0
2.53041, 0
2.53269, 0
2.53498, 0
2.53727, 0
2.53956, 0
2.54185, 0
2.54413, 0
2.54642, 0
2.54871, 0
2.551, 0
2.55329, 0
2.55557, 0
2.55786, 0
2.56015, 0
2.56244, 0
2.56472, 0
2.56701, 0
2.5693, 0
2.57159, 0
2.57388, 0
2.57616, 0
2.57845, 0
2.58074, 0
2.58303, 0
2.58532, 0
2.5876, 0
2.58989, 0
2.59218, 0
2.59447, 0
2.59675, 0
2.59904, 0
2.60133, 0
2.60362, 0
2.60591, 0
2.60819, 0
2.61048, 0
2.61277, 0
2.61506, 0
2.61735, 0
2.61963, 0
2.62192, 0
2.62421, 0
2.6265, 0
2.62879, 0
2.63107, 0
2.63336, 0
2.63565, 0
2.63794, 0
2.64022, 0
2.64251, 0
2.6448, 0
2.64709, 0
2.64938, 0
2.65166, 0
2.65395, 0
2.65624, 0
2.65853, 0
2.66082, 0
2.6631, 0
2.66539, 0
2.66768, 0
2.66997, 0
2.67226, 0
2.67454, 0
2.67683, 0
2.67912, 0
2.68141, 0
2.68369, 0
2.68598, 0
2.68827, 0
2.69056, 0
2.69285, 0
2.69513, 0
2.69742, 0
2.69971, 0
2.702, 0
2.70429, 0
2.70657, 0
2.70886, 0
2.71115, 0
2.71344, 0
2.71573, 0
2.71801, 0
2.7203, 0
2.72259, 0
2.72488, 0
2.72716, 0
2.72945, 0
2.73174, 0
2.73403, 0
2.73632, 0
2.7386, 0
2.74089, 0
2.74318, 0
2.74547, 0
2.74776, 0
2.75004, 0
2.75233, 0
2.75462, 0
2.75691, 0
2.7592, 0
2.76148, 0
2.76377, 0
2.76606, 0
2.76835, 0
2.77063, 0
2.77292, 0
2.77521, 0
2.7775, 0
2.77979, 0
2.78207, 0
2.78436, 0
2.78665, 0
2.78894, 0
2.79123, 0
2.79351, 0
2.7958, 0
2.79809, 0
2.80038, 0
2.80267, 0
2.80495, 0
2.80724, 0
2.80953, 0
2.81182, 0
2.8141, 0
2.81639, 0
2.81868, 0
2.82097, 0
2.82326, 0
2.82554, 0
2.82783, 0
2.83012, 0
2.83241, 0
2.8347, 0
2.83698, 0
2.83927, 0
2.84156, 0
2.84385, 0
2.84613, 0
2.84842, 0
2.85071, 0
2.853, 0
2.85529, 0
2.85757, 0
2.85986, 0
2.86215, 0
2.86444, 0
2.86673, 0
2.86901, 0
2.8713, 0
2.87359, 0
2.87588, 0
2.87817, 0
2.88045, 0
2.88274, 0
2.88503, 0
2.88732, 0
2.8896, 0
2.89189, 0
2.89418, 0
2.89647, 0
2.89876, 0
2.90104, 0
2.90333, 0
2.90562, 0
2.90791, 0
2.9102, 0
2.91248, 0
2.91477, 0
2.91706, 0
2.91935, 0
2.92164, 0
2.92392, 0
2.92621, 0
2.9285, 0
2.93079, 0
2.93307, 0
2.93536, 0
2.93765, 0
2.93994, 0
2.94223, 0
2.94451, 0
2.9468, 0
2.94909, 0
2.95138, 0
2.95367, 0
2.95595, 0
2.95824, 0
2.96053, 0
2.96282, 0
2.96511, 0
2.96739, 0
2.96968, 0
2.97197, 0
2.97426, 0
2.97654, 0
2.97883, 0
2.98112, 0
2.98341, 0
2.9857, 0
2.98798, 0
2.99027, 0
2.99256, 0
2.99485, 0
2.99714, 0
2.99942, 0
3.00171, 0
3.004, 0
3.00629, 0
3.00858, 0
3.01086, 0
3.01315, 0
3.01544, 0
3.01773, 0
3.02001, 0
3.0223, 0
3.02459, 0
3.02688, 0
3.02917, 0
3.03145, 0
3.03374, 0
3.03603, 0
3.03832, 0
3.04061, 0
3.04289, 0
3.04518, 0
3.04747, 0
3.04976, 0
3.05205, 0
3.05433, 0
3.05662, 0
3.05891, 0
3.0612, 0
3.06348, 0
3.06577, 0
3.06806, 0
3.07035, 0
3.07264, 0
3.07492, 0
3.07721, 0
3.0795, 0
3.08179, 0
3.08408, 0
3.08636, 0
3.08865, 0
3.09094, 0
3.09323, 0
3.09551, 0
3.0978, 0
3.10009, 0
3.10238, 0
3.10467, 0
3.10695, 0
3.10924, 0
3.11153, 0
3.11382, 0
3.11611, 0
3.11839, 0
3.12068, 0
3.12297, 0
3.12526, 0
3.12755, 0
3.12983, 0
3.13212, 0
3.13441, 0
3.1367, 0
3.13898, 0
3.14127, 0
3.14356, 0
3.14585, 0
3.14814, 0
3.15042, 0
3.15271, 0
3.155, 0
3.15729, 0
3.15958, 0
3.16186, 0
3.16415, 0
3.16644, 0
3.16873, 0
3.17102, 0
3.1733, 0
3.17559, 0
3.17788, 0
3.18017, 0
3.18245, 0
3.18474, 0
3.18703, 0
3.18932, 0
3.19161, 0
3.19389, 0
3.19618, 0
3.19847, 0
3.20076, 0
3.20305, 0
3.20533, 0
3.20762, 0
3.20991, 0
3.2122, 0
3.21449, 0
3.21677, 0
3.21906, 0
3.22135, 0
3.22364, 0
3.22592, 0
3.22821, 0
3.2305, 0
3.23279, 0
3.23508, 0
3.23736, 0
3.23965, 0
3.24194, 0
3.24423, 0
3.24652, 0
3.2488, 0
3.25109, 0
3.25338, 0
3.25567, 0
3.25796, 0
3.26024, 0
3.26253, 0
3.26482, 0
3.26711, 0
3.26939, 0
3.27168, 0
3.27397, 0
3.27626, 0
3.27855, 0
3.28083, 0
3.28312, 0
3.28541, 0
3.2877, 0
3.28999, 0
3.29227, 0
3.29456, 0
3.29685, 0
3.29914, 0
3.30143, 0
3.30371, 0
3.306, 0
3.30829, 0
3.31058, 0
3.31286, 0
3.31515, 0
3.31744, 0
3.31973, 0
3.32202, 0
3.3243, 0
3.32659, 0
3.32888, 0
3.33117, 0
3.33346, 0
3.33574, 0
3.33803, 0
3.34032, 0
3.34261, 0
3.34489, 0
3.34718, 0
3.34947, 0
3.35176, 0
3.35405, 0
3.35633, 0
3.35862, 0
3.36091, 0
3.3632, 0
3.36549, 0
3.36777, 0
3.37006, 0
3.37235, 0
3.37464, 0
3.37693, 0
3.37921, 0
3.3815, 0
3.38379, 0
3.38608, 0
3.38836, 0
3.39065, 0
3.39294, 0
3.39523, 0
3.39752, 0
3.3998, 0
3.40209, 0
3.40438, 0
3.40667, 0
3.40896, 0
3.41124, 0
3.41353, 0
3.41582, 0
3.41811, 0
3.4204, 0
3.42268, 0
3.42497, 0
3.42726, 0
3.42955, 0
3.43183, 0
3.43412, 0
3.43641, 0
3.4387, 0
3.44099, 0
3.44327, 0
3.44556, 0
3.44785, 0
3.45014, 0
3.45243, 0
3.45471, 0
3.457, 0
3.45929, 0
3.46158, 0
3.46387, 0
3.46615, 0
3.46844, 0
3.47073, 0
3.47302, 0
3.4753, 0
3.47759, 0
3.47988, 0
3.48217, 0
3.48446, 0
3.48674, 0
3.48903, 0
3.49132, 0
3.49361, 0
3.4959, 0
3.49818, 0
3.50047, 0
3.50276, 0
3.50505, 0
3.50734, 0
3.50962, 0
3.51191, 0
3.5142, 0
3.51649, 0
3.51877, 0
3.52106, 0
3.52335, 0
3.52564, 0
3.52793, 0
3.53021, 0
3.5325, 0
3.53479, 0
3.53708, 0
3.53937, 0
3.54165, 0
3.54394, 0
3.54623, 0
3.54852, 0
3.55081, 0
3.55309, 0
3.55538, 0
3.55767, 0
3.55996, 0
3.56224, 0
3.56453, 0
3.56682, 0
3.56911, 0
3.5714, 0
3.57368, 0
3.57597, 0
3.57826, 0
3.58055, 0
3.58284, 0
3.58512, 0
3.58741, 0
3.5897, 0
3.59199, 0
3.59427, 0
3.59656, 0
3.59885, 0
3.60114, 0
3.60343, 0
3.60571, 0
3.608, 0
3.61029, 0
3.61258, 0
3.61487, 0
3.61715, 0
3.61944, 0
3.62173, 0
3.62402, 0
3.62631, 0
3.62859, 0
3.63088, 0
3.63317, 0
3.63546, 0
3.63774, 0
3.64003, 0
3.64232, 0
3.64461, 0
3.6469, 0
3.64918, 0
3.65147, 0
3.65376, 0
3.65605, 0
3.65834, 0
3.66062, 0
3.66291, 0
3.6652, 0
3.66749, 0
3.66978, 0
3.67206, 0
3.67435, 0
3.67664, 0
3.67893, 0
3.68121, 0
3.6835, 0
3.68579, 0
3.68808, 0
3.69037, 0
3.69265, 0
3.69494, 0
3.69723, 0
3.69952, 0
3.70181, 0
3.70409, 0
3.70638, 0
3.70867, 0
3.71096, 0
3.71325, 0
3.71553, 0
3.71782, 0
3.72011, 0
3.7224, 0
3.72468, 0
3.72697, 0
3.72926, 0
3.73155, 0
3.73384, 0
3.73612, 0
3.73841, 0
3.7407, 0
3.74299, 0
3.74528, 0
3.74756, 0
3.74985, 0
3.75214, 0
3.75443, 0
3.75672, 0
3.759, 0
3.76129, 0
3.76358, 0
3.76587, 0
3.76815, 0
3.77044, 0
3.77273, 0
3.77502, 0
3.77731, 0
3.77959, 0
3.78188, 0
3.78417, 0
3.78646, 0
3.78875, 0
3.79103, 0
3.79332, 0
3.79561, 0
3.7979, 0
3.80019, 0
3.80247, 0
3.80476, 0
3.80705, 0
3.80934, 0
3.81162, 0
3.81391, 0
3.8162, 0
3.81849, 0
3.82078, 0
3.82306, 0
3.82535, 0
3.82764, 0
3.82993, 0
3.83222, 0
3.8345, 0
3.83679, 0
3.83908, 0
3.84137, 0
3.84365, 0
3.84594, 0
3.84823, 0
3.85052, 0
3.85281, 0
3.85509, 0
3.85738, 0
3.85967, 0
3.86196, 0
3.86425, 0
3.86653, 0
3.86882, 0
3.87111, 0
3.8734, 0
3.87569, 0
3.87797, 0
3.88026, 0
3.88255, 0
3.88484, 0
3.88712, 0
3.88941, 0
3.8917, 0
3.89399, 0
3.89628, 0
3.89856, 0
3.90085, 0
3.90314, 0
3.90543, 0
3.90772, 0
3.91, 0
3.91229, 0
3.91458, 0
3.91687, 0
3.91916, 0
3.92144, 0
3.92373, 0
3.92602, 0
3.92831, 0
3.93059, 0
3.93288, 0
3.93517, 0
3.93746, 0
3.93975, 0
3.94203, 0
3.94432, 0
3.94661, 0
3.9489, 0
3.95119, 0
3.95347, 0
3.95576, 0
3.95805, 0
